x,y,z
5.100000000000000000e+02,4.240000000000000000e+02,8.728571534156799316e-01
5.720000000000000000e+02,4.240000000000000000e+02,8.756044507026672363e-01
6.340000000000000000e+02,4.240000000000000000e+02,8.468522429466247559e-01
6.960000000000000000e+02,4.240000000000000000e+02,8.045797944068908691e-01
7.580000000000000000e+02,4.240000000000000000e+02,8.012411594390869141e-01
8.200000000000000000e+02,4.240000000000000000e+02,7.831928133964538574e-01
8.820000000000000000e+02,4.240000000000000000e+02,7.670972943305969238e-01
9.440000000000000000e+02,4.240000000000000000e+02,7.473002672195434570e-01
3.860000000000000000e+02,4.400000000000000000e+02,8.830006122589111328e-01
4.480000000000000000e+02,4.400000000000000000e+02,8.682940602302551270e-01
5.100000000000000000e+02,4.400000000000000000e+02,8.527048230171203613e-01
5.720000000000000000e+02,4.400000000000000000e+02,8.478559851646423340e-01
6.340000000000000000e+02,4.400000000000000000e+02,8.297254443168640137e-01
6.960000000000000000e+02,4.400000000000000000e+02,8.007445335388183594e-01
7.580000000000000000e+02,4.400000000000000000e+02,7.929710149765014648e-01
8.200000000000000000e+02,4.400000000000000000e+02,7.854594588279724121e-01
8.820000000000000000e+02,4.400000000000000000e+02,7.722453474998474121e-01
9.440000000000000000e+02,4.400000000000000000e+02,7.433460950851440430e-01
2.620000000000000000e+02,4.560000000000000000e+02,7.639282941818237305e-01
3.240000000000000000e+02,4.560000000000000000e+02,7.439886331558227539e-01
4.480000000000000000e+02,4.560000000000000000e+02,8.449150919914245605e-01
5.100000000000000000e+02,4.560000000000000000e+02,8.474218845367431641e-01
5.720000000000000000e+02,4.560000000000000000e+02,8.358088135719299316e-01
6.340000000000000000e+02,4.560000000000000000e+02,8.200734853744506836e-01
6.960000000000000000e+02,4.560000000000000000e+02,8.232170343399047852e-01
7.580000000000000000e+02,4.560000000000000000e+02,8.009171485900878906e-01
8.200000000000000000e+02,4.560000000000000000e+02,7.788786888122558594e-01
2.000000000000000000e+02,4.720000000000000000e+02,8.396202921867370605e-01
3.240000000000000000e+02,4.720000000000000000e+02,8.701152205467224121e-01
3.860000000000000000e+02,4.720000000000000000e+02,8.545296192169189453e-01
4.480000000000000000e+02,4.720000000000000000e+02,8.503178954124450684e-01
5.100000000000000000e+02,4.720000000000000000e+02,8.411455750465393066e-01
5.720000000000000000e+02,4.720000000000000000e+02,8.322380781173706055e-01
6.340000000000000000e+02,4.720000000000000000e+02,8.261487483978271484e-01
6.960000000000000000e+02,4.720000000000000000e+02,7.974179983139038086e-01
7.580000000000000000e+02,4.720000000000000000e+02,8.080403804779052734e-01
8.200000000000000000e+02,4.720000000000000000e+02,7.959761619567871094e-01
2.000000000000000000e+02,4.880000000000000000e+02,7.083837389945983887e-01
3.240000000000000000e+02,4.880000000000000000e+02,8.321321606636047363e-01
3.860000000000000000e+02,4.880000000000000000e+02,8.346526622772216797e-01
4.480000000000000000e+02,4.880000000000000000e+02,8.452911376953125000e-01
5.100000000000000000e+02,4.880000000000000000e+02,8.918167948722839355e-01
5.720000000000000000e+02,4.880000000000000000e+02,8.394436836242675781e-01
6.340000000000000000e+02,4.880000000000000000e+02,8.185650110244750977e-01
6.960000000000000000e+02,4.880000000000000000e+02,8.089283704757690430e-01
7.580000000000000000e+02,4.880000000000000000e+02,7.958102226257324219e-01
8.200000000000000000e+02,4.880000000000000000e+02,8.043103814125061035e-01
8.820000000000000000e+02,4.880000000000000000e+02,7.601218223571777344e-01
2.000000000000000000e+02,5.040000000000000000e+02,7.082992792129516602e-01
3.240000000000000000e+02,5.040000000000000000e+02,8.332243561744689941e-01
3.860000000000000000e+02,5.040000000000000000e+02,7.234638929367065430e-01
4.480000000000000000e+02,5.040000000000000000e+02,8.408564925193786621e-01
5.720000000000000000e+02,5.040000000000000000e+02,7.534204721450805664e-01
6.340000000000000000e+02,5.040000000000000000e+02,8.217321038246154785e-01
6.960000000000000000e+02,5.040000000000000000e+02,8.029292225837707520e-01
7.580000000000000000e+02,5.040000000000000000e+02,7.880184054374694824e-01
8.200000000000000000e+02,5.040000000000000000e+02,7.860772609710693359e-01
